country,year,secondary_school_enrollment_rates,youth_unemployment_rates,education_spending_gdp,decade,efficiency_ratio,schooling_segment,unemployment_segment,education_effort_segment,unemployment_variation
Morocco,2018,78.47,46.86,4.96,2010s,9.45,Medium,Critical,Medium,-7.84
Morocco,2018,78.47,50.89,4.96,2010s,10.26,Medium,Critical,Medium,4.03
Morocco,2018,78.47,5.0,4.96,2010s,1.01,Medium,Low,Medium,-45.89
Morocco,2018,78.47,0.99,4.96,2010s,0.2,Medium,Low,Medium,-4.01
Morocco,2018,78.47,0.91,4.96,2010s,0.18,Medium,Low,Medium,-0.08
Morocco,2018,78.47,0.94,4.96,2010s,0.19,Medium,Low,Medium,0.03
Morocco,2018,78.47,0.96,4.96,2010s,0.19,Medium,Low,Medium,0.02
Morocco,2018,78.47,9.0,4.96,2010s,1.81,Medium,Low,Medium,8.04
Morocco,2019,79.34,66.05,5.0,2010s,13.21,Medium,Critical,Medium,57.05
Morocco,2019,79.34,27.23,5.0,2010s,5.45,Medium,Moderate,Medium,-38.82
Morocco,2019,79.34,9.19,5.0,2010s,1.84,Medium,Low,Medium,-18.04
Morocco,2019,79.34,8.75,5.0,2010s,1.75,Medium,Low,Medium,-0.44
Morocco,2019,79.34,10.62,5.0,2010s,2.12,Medium,Low,Medium,1.87
Morocco,2019,79.34,208.18,5.0,2010s,41.64,Medium,,Medium,197.56
Morocco,2019,79.34,23.73,5.0,2010s,4.75,Medium,Moderate,Medium,-184.45
Morocco,2019,79.34,3.0,5.0,2010s,0.6,Medium,Low,Medium,-20.73
Morocco,2019,79.34,2.2,5.0,2010s,0.44,Medium,Low,Medium,-0.8
Morocco,2019,79.34,1.0,5.0,2010s,0.2,Medium,Low,Medium,-1.2
Morocco,2019,79.34,1.5,5.0,2010s,0.3,Medium,Low,Medium,0.5
Morocco,2019,79.34,208.18,5.0,2010s,41.64,Medium,,Medium,206.68
Morocco,2019,79.34,208.18,5.0,2010s,41.64,Medium,,Medium,0.0
Morocco,2019,79.34,208.18,5.0,2010s,41.64,Medium,,Medium,0.0
Morocco,2019,79.34,208.18,5.0,2010s,41.64,Medium,,Medium,0.0
Morocco,2019,79.34,5.0,5.0,2010s,1.0,Medium,Low,Medium,-203.18
Morocco,2019,79.34,21.47,5.0,2010s,4.29,Medium,Moderate,Medium,16.47
Morocco,2019,79.34,27.08,5.0,2010s,5.42,Medium,Moderate,Medium,5.61
Morocco,2019,79.34,37.07,5.0,2010s,7.41,Medium,Critical,Medium,9.99
Morocco,2019,79.34,38.41,5.0,2010s,7.68,Medium,Critical,Medium,1.34
Morocco,2019,79.34,37.72,5.0,2010s,7.54,Medium,Critical,Medium,-0.69
Morocco,2019,79.34,12.18,5.0,2010s,2.44,Medium,Low,Medium,-25.54
Morocco,2019,79.34,10.24,5.0,2010s,2.05,Medium,Low,Medium,-1.94
Morocco,2019,79.34,14.21,5.0,2010s,2.84,Medium,Low,Medium,3.97
Morocco,2019,79.34,37.11,5.0,2010s,7.42,Medium,Critical,Medium,22.9
Morocco,2019,79.34,208.18,5.0,2010s,41.64,Medium,,Medium,171.07
Morocco,2019,79.34,208.18,5.0,2010s,41.64,Medium,,Medium,0.0
Morocco,2019,79.34,100.0,5.0,2010s,20.0,Medium,Critical,Medium,-108.18
Morocco,2019,79.34,100.0,5.0,2010s,20.0,Medium,Critical,Medium,0.0
Morocco,2019,79.34,100.0,5.0,2010s,20.0,Medium,Critical,Medium,0.0
Morocco,2019,79.34,100.0,5.0,2010s,20.0,Medium,Critical,Medium,0.0
Morocco,2019,79.34,100.0,5.0,2010s,20.0,Medium,Critical,Medium,0.0
Morocco,2019,79.34,100.0,5.0,2010s,20.0,Medium,Critical,Medium,0.0
Morocco,2019,79.34,100.0,5.0,2010s,20.0,Medium,Critical,Medium,0.0
Morocco,2019,79.34,100.0,5.0,2010s,20.0,Medium,Critical,Medium,0.0
Morocco,2019,79.34,100.0,5.0,2010s,20.0,Medium,Critical,Medium,0.0
Morocco,2019,79.34,10.72,5.0,2010s,2.14,Medium,Low,Medium,-89.28
Morocco,2019,79.34,81.97,5.0,2010s,16.39,Medium,Critical,Medium,71.25
Morocco,2019,79.34,76.57,5.0,2010s,15.31,Medium,Critical,Medium,-5.4
Morocco,2019,79.34,79.34,5.0,2010s,15.87,Medium,Critical,Medium,2.77
Morocco,2019,79.34,208.18,5.0,2010s,41.64,Medium,,Medium,128.84
Morocco,2019,79.34,6.0,5.0,2010s,1.2,Medium,Low,Medium,-202.18
Morocco,2019,79.34,63.46,5.0,2010s,12.69,Medium,Critical,Medium,57.46
Morocco,2019,79.34,60.11,5.0,2010s,12.02,Medium,Critical,Medium,-3.35
Morocco,2019,79.34,66.97,5.0,2010s,13.39,Medium,Critical,Medium,6.86
Morocco,2019,79.34,12.0,5.0,2010s,2.4,Medium,Low,Medium,-54.97
Morocco,2019,79.34,3.15,5.0,2010s,0.63,Medium,Low,Medium,-8.85
Morocco,2019,79.34,3.46,5.0,2010s,0.69,Medium,Low,Medium,0.31
Morocco,2019,79.34,208.18,5.0,2010s,41.64,Medium,,Medium,204.72
Morocco,2019,79.34,2.82,5.0,2010s,0.56,Medium,Low,Medium,-205.36
Morocco,2019,79.34,208.18,5.0,2010s,41.64,Medium,,Medium,205.36
Morocco,2019,79.34,208.18,5.0,2010s,41.64,Medium,,Medium,0.0
Morocco,2019,79.34,59.2,5.0,2010s,11.84,Medium,Critical,Medium,-148.98
Morocco,2019,79.34,208.18,5.0,2010s,41.64,Medium,,Medium,148.98
Morocco,2019,79.34,100.0,5.0,2010s,20.0,Medium,Critical,Medium,-108.18
Morocco,2019,79.34,100.0,5.0,2010s,20.0,Medium,Critical,Medium,0.0
Morocco,2019,79.34,100.0,5.0,2010s,20.0,Medium,Critical,Medium,0.0
Morocco,2019,79.34,95.07,5.0,2010s,19.01,Medium,Critical,Medium,-4.93
Morocco,2019,79.34,94.18,5.0,2010s,18.84,Medium,Critical,Medium,-0.89
Morocco,2019,79.34,96.02,5.0,2010s,19.2,Medium,Critical,Medium,1.84
Morocco,2019,79.34,96.83,5.0,2010s,19.37,Medium,Critical,Medium,0.81
Morocco,2019,79.34,96.22,5.0,2010s,19.24,Medium,Critical,Medium,-0.61
Morocco,2019,79.34,97.48,5.0,2010s,19.5,Medium,Critical,Medium,1.26
Morocco,2019,79.34,17.34,5.0,2010s,3.47,Medium,Moderate,Medium,-80.14
Morocco,2019,79.34,112.0,5.0,2010s,22.4,Medium,,Medium,94.66
Morocco,2019,79.34,108.04,5.0,2010s,21.61,Medium,,Medium,-3.96
Morocco,2019,79.34,110.07,5.0,2010s,22.01,Medium,,Medium,2.03
Morocco,2019,79.34,208.18,5.0,2010s,41.64,Medium,,Medium,98.11
Morocco,2019,79.34,6.0,5.0,2010s,1.2,Medium,Low,Medium,-202.18
Morocco,2019,79.34,91.71,5.0,2010s,18.34,Medium,Critical,Medium,85.71
Morocco,2019,79.34,91.31,5.0,2010s,18.26,Medium,Critical,Medium,-0.4
Morocco,2019,79.34,92.14,5.0,2010s,18.43,Medium,Critical,Medium,0.83
Morocco,2019,79.34,6.0,5.0,2010s,1.2,Medium,Low,Medium,-86.14
Morocco,2019,79.34,58.03,5.0,2010s,11.61,Medium,Critical,Medium,52.03
Morocco,2019,79.34,51.53,5.0,2010s,10.31,Medium,Critical,Medium,-6.5
Morocco,2019,79.34,54.87,5.0,2010s,10.97,Medium,Critical,Medium,3.34
Morocco,2019,79.34,5.0,5.0,2010s,1.0,Medium,Low,Medium,-49.87
Morocco,2019,79.34,1.03,5.0,2010s,0.21,Medium,Low,Medium,-3.97
Morocco,2019,79.34,0.93,5.0,2010s,0.19,Medium,Low,Medium,-0.1
Morocco,2019,79.34,0.95,5.0,2010s,0.19,Medium,Low,Medium,0.02
Morocco,2019,79.34,0.97,5.0,2010s,0.19,Medium,Low,Medium,0.02
Morocco,2019,79.34,9.0,5.0,2010s,1.8,Medium,Low,Medium,8.03
Morocco,2020,80.31,66.03,6.28,2020s,10.51,High,Critical,High,57.03
Morocco,2020,80.31,27.0,6.28,2020s,4.3,High,Moderate,High,-39.03
Morocco,2020,80.31,11.19,6.28,2020s,1.78,High,Low,High,-15.81
Morocco,2020,80.31,10.88,6.28,2020s,1.73,High,Low,High,-0.31
Morocco,2020,80.31,12.22,6.28,2020s,1.95,High,Low,High,1.34
Morocco,2020,80.31,208.18,6.28,2020s,33.15,High,,High,195.96
Morocco,2020,80.31,23.13,6.28,2020s,3.68,High,Moderate,High,-185.05
Morocco,2020,80.31,3.0,6.28,2020s,0.48,High,Low,High,-20.13
Morocco,2020,80.31,2.2,6.28,2020s,0.35,High,Low,High,-0.8
Morocco,2020,80.31,1.0,6.28,2020s,0.16,High,Low,High,-1.2
Morocco,2020,80.31,1.5,6.28,2020s,0.24,High,Low,High,0.5
Morocco,2020,80.31,208.18,6.28,2020s,33.15,High,,High,206.68
Morocco,2020,80.31,208.18,6.28,2020s,33.15,High,,High,0.0
Morocco,2020,80.31,208.18,6.28,2020s,33.15,High,,High,0.0
Morocco,2020,80.31,208.18,6.28,2020s,33.15,High,,High,0.0
Morocco,2020,80.31,6.28,6.28,2020s,1.0,High,Low,High,-201.9
Morocco,2020,80.31,24.16,6.28,2020s,3.85,High,Moderate,High,17.88
Morocco,2020,80.31,27.65,6.28,2020s,4.4,High,Moderate,High,3.49
Morocco,2020,80.31,38.44,6.28,2020s,6.12,High,Critical,High,10.79
Morocco,2020,80.31,41.0,6.28,2020s,6.53,High,Critical,High,2.56
Morocco,2020,80.31,39.69,6.28,2020s,6.32,High,Critical,High,-1.31
Morocco,2020,80.31,11.23,6.28,2020s,1.79,High,Low,High,-28.46
Morocco,2020,80.31,9.82,6.28,2020s,1.56,High,Low,High,-1.41
Morocco,2020,80.31,12.71,6.28,2020s,2.02,High,Low,High,2.89
Morocco,2020,80.31,37.81,6.28,2020s,6.02,High,Critical,High,25.1
Morocco,2020,80.31,208.18,6.28,2020s,33.15,High,,High,170.37
Morocco,2020,80.31,208.18,6.28,2020s,33.15,High,,High,0.0
Morocco,2020,80.31,100.0,6.28,2020s,15.92,High,Critical,High,-108.18
Morocco,2020,80.31,100.0,6.28,2020s,15.92,High,Critical,High,0.0
Morocco,2020,80.31,100.0,6.28,2020s,15.92,High,Critical,High,0.0
Morocco,2020,80.31,100.0,6.28,2020s,15.92,High,Critical,High,0.0
Morocco,2020,80.31,100.0,6.28,2020s,15.92,High,Critical,High,0.0
Morocco,2020,80.31,100.0,6.28,2020s,15.92,High,Critical,High,0.0
Morocco,2020,80.31,100.0,6.28,2020s,15.92,High,Critical,High,0.0
Morocco,2020,80.31,100.0,6.28,2020s,15.92,High,Critical,High,0.0
Morocco,2020,80.31,100.0,6.28,2020s,15.92,High,Critical,High,0.0
Morocco,2020,80.31,11.43,6.28,2020s,1.82,High,Low,High,-88.57
Morocco,2020,80.31,82.33,6.28,2020s,13.11,High,Critical,High,70.9
Morocco,2020,80.31,78.19,6.28,2020s,12.45,High,Critical,High,-4.14
Morocco,2020,80.31,80.31,6.28,2020s,12.79,High,Critical,High,2.12
Morocco,2020,80.31,208.18,6.28,2020s,33.15,High,,High,127.87
Morocco,2020,80.31,6.0,6.28,2020s,0.96,High,Low,High,-202.18
Morocco,2020,80.31,65.78,6.28,2020s,10.47,High,Critical,High,59.78
Morocco,2020,80.31,61.98,6.28,2020s,9.87,High,Critical,High,-3.8
Morocco,2020,80.31,69.75,6.28,2020s,11.11,High,Critical,High,7.77
Morocco,2020,80.31,12.0,6.28,2020s,1.91,High,Low,High,-57.75
Morocco,2020,80.31,0.48,6.28,2020s,0.08,High,Low,High,-11.52
Morocco,2020,80.31,208.18,6.28,2020s,33.15,High,,High,207.7
Morocco,2020,80.31,58.74,6.28,2020s,9.35,High,Critical,High,-149.44
Morocco,2020,80.31,208.18,6.28,2020s,33.15,High,,High,149.44
Morocco,2020,80.31,100.0,6.28,2020s,15.92,High,Critical,High,-108.18
Morocco,2020,80.31,100.0,6.28,2020s,15.92,High,Critical,High,0.0
Morocco,2020,80.31,100.0,6.28,2020s,15.92,High,Critical,High,0.0
Morocco,2020,80.31,91.99,6.28,2020s,14.65,High,Critical,High,-8.01
Morocco,2020,80.31,91.53,6.28,2020s,14.57,High,Critical,High,-0.46
Morocco,2020,80.31,92.48,6.28,2020s,14.73,High,Critical,High,0.95
Morocco,2020,80.31,94.33,6.28,2020s,15.02,High,Critical,High,1.85
Morocco,2020,80.31,93.99,6.28,2020s,14.97,High,Critical,High,-0.34
Morocco,2020,80.31,94.68,6.28,2020s,15.08,High,Critical,High,0.69
Morocco,2020,80.31,17.83,6.28,2020s,2.84,High,Moderate,High,-76.85
Morocco,2020,80.31,113.96,6.28,2020s,18.15,High,,High,96.13
Morocco,2020,80.31,110.66,6.28,2020s,17.62,High,,High,-3.3
Morocco,2020,80.31,112.35,6.28,2020s,17.89,High,,High,1.69
Morocco,2020,80.31,208.18,6.28,2020s,33.15,High,,High,95.83
Morocco,2020,80.31,6.0,6.28,2020s,0.96,High,Low,High,-202.18
Morocco,2020,80.31,94.28,6.28,2020s,15.01,High,Critical,High,88.28
Morocco,2020,80.31,93.82,6.28,2020s,14.94,High,Critical,High,-0.46
Morocco,2020,80.31,94.76,6.28,2020s,15.09,High,Critical,High,0.94
Morocco,2020,80.31,6.0,6.28,2020s,0.96,High,Low,High,-88.76
Morocco,2020,80.31,63.06,6.28,2020s,10.04,High,Critical,High,57.06
Morocco,2020,80.31,57.64,6.28,2020s,9.18,High,Critical,High,-5.42
Morocco,2020,80.31,60.42,6.28,2020s,9.62,High,Critical,High,2.78
Morocco,2020,80.31,5.0,6.28,2020s,0.8,High,Low,High,-55.42
Morocco,2020,80.31,1.06,6.28,2020s,0.17,High,Low,High,-3.94
Morocco,2020,80.31,0.95,6.28,2020s,0.15,High,Low,High,-0.11
Morocco,2020,80.31,0.96,6.28,2020s,0.15,High,Low,High,0.01
Morocco,2020,80.31,0.97,6.28,2020s,0.15,High,Low,High,0.01
Morocco,2020,80.31,9.0,6.28,2020s,1.43,High,Low,High,8.03
Morocco,2021,80.74,66.05,5.64,2020s,11.71,High,Critical,High,57.05
Morocco,2021,80.74,26.73,5.64,2020s,4.74,High,Moderate,High,-39.32
Morocco,2021,80.74,10.55,5.64,2020s,1.87,High,Low,High,-16.18
Morocco,2021,80.74,10.15,5.64,2020s,1.8,High,Low,High,-0.4
Morocco,2021,80.74,11.9,5.64,2020s,2.11,High,Low,High,1.75
Morocco,2021,80.74,208.18,5.64,2020s,36.91,High,,High,196.28
Morocco,2021,80.74,22.76,5.64,2020s,4.04,High,Moderate,High,-185.42
Morocco,2021,80.74,3.0,5.64,2020s,0.53,High,Low,High,-19.76
Morocco,2021,80.74,2.1,5.64,2020s,0.37,High,Low,High,-0.9
Morocco,2021,80.74,1.0,5.64,2020s,0.18,High,Low,High,-1.1
Morocco,2021,80.74,1.4,5.64,2020s,0.25,High,Low,High,0.4
Morocco,2021,80.74,208.18,5.64,2020s,36.91,High,,High,206.78
Morocco,2021,80.74,208.18,5.64,2020s,36.91,High,,High,0.0
Morocco,2021,80.74,208.18,5.64,2020s,36.91,High,,High,0.0
Morocco,2021,80.74,208.18,5.64,2020s,36.91,High,,High,0.0
Morocco,2021,80.74,5.64,5.64,2020s,1.0,High,Low,High,-202.54
Morocco,2021,80.74,23.76,5.64,2020s,4.21,High,Moderate,High,18.12
Morocco,2021,80.74,29.66,5.64,2020s,5.26,High,Moderate,High,5.9
Morocco,2021,80.74,40.06,5.64,2020s,7.1,High,Critical,High,10.4
Morocco,2021,80.74,45.14,5.64,2020s,8.0,High,Critical,High,5.08
Morocco,2021,80.74,42.53,5.64,2020s,7.54,High,Critical,High,-2.61
Morocco,2021,80.74,11.25,5.64,2020s,1.99,High,Low,High,-31.28
Morocco,2021,80.74,9.91,5.64,2020s,1.76,High,Low,High,-1.34
Morocco,2021,80.74,12.67,5.64,2020s,2.25,High,Low,High,2.76
Morocco,2021,80.74,38.58,5.64,2020s,6.84,High,Critical,High,25.91
Morocco,2021,80.74,208.18,5.64,2020s,36.91,High,,High,169.6
Morocco,2021,80.74,208.18,5.64,2020s,36.91,High,,High,0.0
Morocco,2021,80.74,100.0,5.64,2020s,17.73,High,Critical,High,-108.18
Morocco,2021,80.74,100.0,5.64,2020s,17.73,High,Critical,High,0.0
Morocco,2021,80.74,100.0,5.64,2020s,17.73,High,Critical,High,0.0
Morocco,2021,80.74,100.0,5.64,2020s,17.73,High,Critical,High,0.0
Morocco,2021,80.74,100.0,5.64,2020s,17.73,High,Critical,High,0.0
Morocco,2021,80.74,100.0,5.64,2020s,17.73,High,Critical,High,0.0
Morocco,2021,80.74,100.0,5.64,2020s,17.73,High,Critical,High,0.0
Morocco,2021,80.74,100.0,5.64,2020s,17.73,High,Critical,High,0.0
Morocco,2021,80.74,100.0,5.64,2020s,17.73,High,Critical,High,0.0
Morocco,2021,80.74,10.62,5.64,2020s,1.88,High,Low,High,-89.38
Morocco,2021,80.74,82.12,5.64,2020s,14.56,High,Critical,High,71.5
Morocco,2021,80.74,79.3,5.64,2020s,14.06,High,Critical,High,-2.82
Morocco,2021,80.74,80.74,5.64,2020s,14.32,High,Critical,High,1.44
Morocco,2021,80.74,208.18,5.64,2020s,36.91,High,,High,127.44
Morocco,2021,80.74,6.0,5.64,2020s,1.06,High,Low,High,-202.18
Morocco,2021,80.74,72.28,5.64,2020s,12.82,High,Critical,High,66.28
Morocco,2021,80.74,69.1,5.64,2020s,12.25,High,Critical,High,-3.18
Morocco,2021,80.74,75.61,5.64,2020s,13.41,High,Critical,High,6.51
Morocco,2021,80.74,12.0,5.64,2020s,2.13,High,Low,High,-63.61
Morocco,2021,80.74,0.47,5.64,2020s,0.08,High,Low,High,-11.53
Morocco,2021,80.74,208.18,5.64,2020s,36.91,High,,High,207.71
Morocco,2021,80.74,60.49,5.64,2020s,10.73,High,Critical,High,-147.69
Morocco,2021,80.74,208.18,5.64,2020s,36.91,High,,High,147.69
Morocco,2021,80.74,100.0,5.64,2020s,17.73,High,Critical,High,-108.18
Morocco,2021,80.74,100.0,5.64,2020s,17.73,High,Critical,High,0.0
Morocco,2021,80.74,100.0,5.64,2020s,17.73,High,Critical,High,0.0
Morocco,2021,80.74,97.93,5.64,2020s,17.36,High,Critical,High,-2.07
Morocco,2021,80.74,97.52,5.64,2020s,17.29,High,Critical,High,-0.41
Morocco,2021,80.74,98.36,5.64,2020s,17.44,High,Critical,High,0.84
Morocco,2021,80.74,98.6,5.64,2020s,17.48,High,Critical,High,0.24
Morocco,2021,80.74,98.38,5.64,2020s,17.44,High,Critical,High,-0.22
Morocco,2021,80.74,98.84,5.64,2020s,17.52,High,Critical,High,0.46
Morocco,2021,80.74,16.22,5.64,2020s,2.88,High,Moderate,High,-82.62
Morocco,2021,80.74,114.33,5.64,2020s,20.27,High,,High,98.11
Morocco,2021,80.74,111.47,5.64,2020s,19.76,High,,High,-2.86
Morocco,2021,80.74,112.94,5.64,2020s,20.02,High,,High,1.47
Morocco,2021,80.74,208.18,5.64,2020s,36.91,High,,High,95.24
Morocco,2021,80.74,6.0,5.64,2020s,1.06,High,Low,High,-202.18
Morocco,2021,80.74,98.14,5.64,2020s,17.4,High,Critical,High,92.14
Morocco,2021,80.74,98.33,5.64,2020s,17.43,High,Critical,High,0.19
Morocco,2021,80.74,97.94,5.64,2020s,17.37,High,Critical,High,-0.39
Morocco,2021,80.74,6.0,5.64,2020s,1.06,High,Low,High,-91.94
Morocco,2021,80.74,60.11,5.64,2020s,10.66,High,Critical,High,54.11
Morocco,2021,80.74,59.62,5.64,2020s,10.57,High,Critical,High,-0.49
Morocco,2021,80.74,59.87,5.64,2020s,10.62,High,Critical,High,0.25
Morocco,2021,80.74,5.0,5.64,2020s,0.89,High,Low,High,-54.87
Morocco,2021,80.74,65.81,5.64,2020s,11.67,High,Critical,High,60.81
Morocco,2021,80.74,53.31,5.64,2020s,9.45,High,Critical,High,-12.5
Morocco,2021,80.74,1.11,5.64,2020s,0.2,High,Low,High,-52.2
Morocco,2021,80.74,0.97,5.64,2020s,0.17,High,Low,High,-0.14
Morocco,2021,80.74,0.97,5.64,2020s,0.17,High,Low,High,0.0
Morocco,2021,80.74,0.97,5.64,2020s,0.17,High,Low,High,0.0
Morocco,2021,80.74,9.0,5.64,2020s,1.6,High,Low,High,8.03
Morocco,2022,84.46,66.09,5.91,2020s,11.18,High,Critical,High,57.09
Morocco,2022,84.46,26.4,5.91,2020s,4.47,High,Moderate,High,-39.69
Morocco,2022,84.46,9.41,5.91,2020s,1.59,High,Low,High,-16.99
Morocco,2022,84.46,8.95,5.91,2020s,1.51,High,Low,High,-0.46
Morocco,2022,84.46,11.05,5.91,2020s,1.87,High,Low,High,2.1
Morocco,2022,84.46,208.18,5.91,2020s,35.23,High,,High,197.13
Morocco,2022,84.46,22.03,5.91,2020s,3.73,High,Moderate,High,-186.15
Morocco,2022,84.46,2.9,5.91,2020s,0.49,High,Low,High,-19.13
Morocco,2022,84.46,2.1,5.91,2020s,0.36,High,Low,High,-0.8
Morocco,2022,84.46,0.9,5.91,2020s,0.15,High,Low,High,-1.2
Morocco,2022,84.46,1.4,5.91,2020s,0.24,High,Low,High,0.5
Morocco,2022,84.46,208.18,5.91,2020s,35.23,High,,High,206.78
Morocco,2022,84.46,208.18,5.91,2020s,35.23,High,,High,0.0
Morocco,2022,84.46,208.18,5.91,2020s,35.23,High,,High,0.0
Morocco,2022,84.46,208.18,5.91,2020s,35.23,High,,High,0.0
Morocco,2022,84.46,5.91,5.91,2020s,1.0,High,Low,High,-202.27
Morocco,2022,84.46,23.87,5.91,2020s,4.04,High,Moderate,High,17.96
Morocco,2022,84.46,33.01,5.91,2020s,5.59,High,Critical,High,9.14
Morocco,2022,84.46,42.63,5.91,2020s,7.21,High,Critical,High,9.62
Morocco,2022,84.46,49.43,5.91,2020s,8.36,High,Critical,High,6.8
Morocco,2022,84.46,45.94,5.91,2020s,7.77,High,Critical,High,-3.49
Morocco,2022,84.46,6.94,5.91,2020s,1.17,High,Low,High,-39.0
Morocco,2022,84.46,5.9,5.91,2020s,1.0,High,Low,High,-1.04
Morocco,2022,84.46,8.04,5.91,2020s,1.36,High,Low,High,2.14
Morocco,2022,84.46,39.14,5.91,2020s,6.62,High,Critical,High,31.1
Morocco,2022,84.46,208.18,5.91,2020s,35.23,High,,High,169.04
Morocco,2022,84.46,208.18,5.91,2020s,35.23,High,,High,0.0
Morocco,2022,84.46,100.0,5.91,2020s,16.92,High,Critical,High,-108.18
Morocco,2022,84.46,100.0,5.91,2020s,16.92,High,Critical,High,0.0
Morocco,2022,84.46,100.0,5.91,2020s,16.92,High,Critical,High,0.0
Morocco,2022,84.46,100.0,5.91,2020s,16.92,High,Critical,High,0.0
Morocco,2022,84.46,100.0,5.91,2020s,16.92,High,Critical,High,0.0
Morocco,2022,84.46,100.0,5.91,2020s,16.92,High,Critical,High,0.0
Morocco,2022,84.46,100.0,5.91,2020s,16.92,High,Critical,High,0.0
Morocco,2022,84.46,100.0,5.91,2020s,16.92,High,Critical,High,0.0
Morocco,2022,84.46,100.0,5.91,2020s,16.92,High,Critical,High,0.0
Morocco,2022,84.46,11.01,5.91,2020s,1.86,High,Low,High,-88.99
Morocco,2022,84.46,85.59,5.91,2020s,14.48,High,Critical,High,74.58
Morocco,2022,84.46,83.27,5.91,2020s,14.09,High,Critical,High,-2.32
Morocco,2022,84.46,84.46,5.91,2020s,14.29,High,Critical,High,1.19
Morocco,2022,84.46,208.18,5.91,2020s,35.23,High,,High,123.72
Morocco,2022,84.46,6.0,5.91,2020s,1.02,High,Low,High,-202.18
Morocco,2022,84.46,70.25,5.91,2020s,11.89,High,Critical,High,64.25
Morocco,2022,84.46,64.67,5.91,2020s,10.94,High,Critical,High,-5.58
Morocco,2022,84.46,76.11,5.91,2020s,12.88,High,Critical,High,11.44
Morocco,2022,84.46,12.0,5.91,2020s,2.03,High,Low,High,-64.11
Morocco,2022,84.46,61.52,5.91,2020s,10.41,High,Critical,High,49.52
Morocco,2022,84.46,208.18,5.91,2020s,35.23,High,,High,146.66
Morocco,2022,84.46,100.0,5.91,2020s,16.92,High,Critical,High,-108.18
Morocco,2022,84.46,100.0,5.91,2020s,16.92,High,Critical,High,0.0
Morocco,2022,84.46,100.0,5.91,2020s,16.92,High,Critical,High,0.0
Morocco,2022,84.46,93.73,5.91,2020s,15.86,High,Critical,High,-6.27
Morocco,2022,84.46,93.15,5.91,2020s,15.76,High,Critical,High,-0.58
Morocco,2022,84.46,94.34,5.91,2020s,15.96,High,Critical,High,1.19
Morocco,2022,84.46,95.28,5.91,2020s,16.12,High,Critical,High,0.94
Morocco,2022,84.46,95.0,5.91,2020s,16.07,High,Critical,High,-0.28
Morocco,2022,84.46,95.57,5.91,2020s,16.17,High,Critical,High,0.57
Morocco,2022,84.46,17.13,5.91,2020s,2.9,High,Moderate,High,-78.44
Morocco,2022,84.46,117.89,5.91,2020s,19.95,High,,High,100.76
Morocco,2022,84.46,115.14,5.91,2020s,19.48,High,,High,-2.75
Morocco,2022,84.46,116.55,5.91,2020s,19.72,High,,High,1.41
Morocco,2022,84.46,208.18,5.91,2020s,35.23,High,,High,91.63
Morocco,2022,84.46,6.0,5.91,2020s,1.02,High,Low,High,-202.18
Morocco,2022,84.46,98.93,5.91,2020s,16.74,High,Critical,High,92.93
Morocco,2022,84.46,97.53,5.91,2020s,16.5,High,Critical,High,-1.4
Morocco,2022,84.46,100.41,5.91,2020s,16.99,High,,High,2.88
Morocco,2022,84.46,6.0,5.91,2020s,1.02,High,Low,High,-94.41
Morocco,2022,84.46,100.0,5.91,2020s,16.92,High,Critical,High,94.0
Morocco,2022,84.46,100.0,5.91,2020s,16.92,High,Critical,High,0.0
Morocco,2022,84.46,100.0,5.91,2020s,16.92,High,Critical,High,0.0
Morocco,2022,84.46,5.0,5.91,2020s,0.85,High,Low,High,-95.0
Morocco,2022,84.46,1.14,5.91,2020s,0.19,High,Low,High,-3.86
Morocco,2022,84.46,9.0,5.91,2020s,1.52,High,Low,High,7.86
Morocco,2023,87.73,66.14,6.02,2020s,10.99,High,Critical,High,57.14
Morocco,2023,87.73,26.04,6.02,2020s,4.33,High,Moderate,High,-40.1
Morocco,2023,87.73,8.9,6.02,2020s,1.48,High,Low,High,-17.14
Morocco,2023,87.73,8.42,6.02,2020s,1.4,High,Low,High,-0.48
Morocco,2023,87.73,10.58,6.02,2020s,1.76,High,Low,High,2.16
Morocco,2023,87.73,208.18,6.02,2020s,34.58,High,,High,197.6
Morocco,2023,87.73,22.17,6.02,2020s,3.68,High,Moderate,High,-186.01
Morocco,2023,87.73,3.1,6.02,2020s,0.51,High,Low,High,-19.07
Morocco,2023,87.73,2.3,6.02,2020s,0.38,High,Low,High,-0.8
Morocco,2023,87.73,1.2,6.02,2020s,0.2,High,Low,High,-1.1
Morocco,2023,87.73,1.7,6.02,2020s,0.28,High,Low,High,0.5
Morocco,2023,87.73,208.18,6.02,2020s,34.58,High,,High,206.48
Morocco,2023,87.73,208.18,6.02,2020s,34.58,High,,High,0.0
Morocco,2023,87.73,208.18,6.02,2020s,34.58,High,,High,0.0
Morocco,2023,87.73,208.18,6.02,2020s,34.58,High,,High,0.0
Morocco,2023,87.73,6.02,6.02,2020s,1.0,High,Low,High,-202.16
Morocco,2023,87.73,22.83,6.02,2020s,3.79,High,Moderate,High,16.81
Morocco,2023,87.73,33.8,6.02,2020s,5.61,High,Critical,High,10.97
Morocco,2023,87.73,43.33,6.02,2020s,7.2,High,Critical,High,9.53
Morocco,2023,87.73,51.82,6.02,2020s,8.61,High,Critical,High,8.49
Morocco,2023,87.73,47.47,6.02,2020s,7.89,High,Critical,High,-4.35
