country,year,secondary_school_enrollment_rates,youth_unemployment_rates,education_spending_gdp,decade,efficiency_ratio,schooling_segment,unemployment_segment,education_effort_segment,unemployment_variation
"Egypt, Arab Rep.",2000,77.83,59.03,4.67,2000s,12.64,Medium,Critical,Medium,
"Egypt, Arab Rep.",2000,77.83,36.94,4.67,2000s,7.91,Medium,Critical,Medium,-22.09
"Egypt, Arab Rep.",2000,77.83,8.98,4.67,2000s,1.92,Medium,Low,Medium,-27.96
"Egypt, Arab Rep.",2000,77.83,5.08,4.67,2000s,1.09,Medium,Low,Medium,-3.9
"Egypt, Arab Rep.",2000,77.83,22.84,4.67,2000s,4.89,Medium,Moderate,Medium,17.76
"Egypt, Arab Rep.",2000,77.83,208.18,4.67,2000s,44.58,Medium,,Medium,185.34
"Egypt, Arab Rep.",2000,77.83,21.93,4.67,2000s,4.7,Medium,Moderate,Medium,-186.25
"Egypt, Arab Rep.",2000,77.83,4.4,4.67,2000s,0.94,Medium,Low,Medium,-17.53
"Egypt, Arab Rep.",2000,77.83,4.0,4.67,2000s,0.86,Medium,Low,Medium,-0.4
"Egypt, Arab Rep.",2000,77.83,2.7,4.67,2000s,0.58,Medium,Low,Medium,-1.3
"Egypt, Arab Rep.",2000,77.83,2.9,4.67,2000s,0.62,Medium,Low,Medium,0.2
"Egypt, Arab Rep.",2000,77.83,208.18,4.67,2000s,44.58,Medium,,Medium,205.28
"Egypt, Arab Rep.",2000,77.83,208.18,4.67,2000s,44.58,Medium,,Medium,0.0
"Egypt, Arab Rep.",2000,77.83,208.18,4.67,2000s,44.58,Medium,,Medium,0.0
"Egypt, Arab Rep.",2000,77.83,208.18,4.67,2000s,44.58,Medium,,Medium,0.0
"Egypt, Arab Rep.",2000,77.83,39.83,4.67,2000s,8.53,Medium,Critical,Medium,-168.35
"Egypt, Arab Rep.",2000,77.83,208.18,4.67,2000s,44.58,Medium,,Medium,168.35
"Egypt, Arab Rep.",2000,77.83,208.18,4.67,2000s,44.58,Medium,,Medium,0.0
"Egypt, Arab Rep.",2000,77.83,93.33,4.67,2000s,19.99,Medium,Critical,Medium,-114.85
"Egypt, Arab Rep.",2000,77.83,91.31,4.67,2000s,19.55,Medium,Critical,Medium,-2.02
"Egypt, Arab Rep.",2000,77.83,95.61,4.67,2000s,20.47,Medium,Critical,Medium,4.3
"Egypt, Arab Rep.",2000,77.83,80.28,4.67,2000s,17.19,Medium,Critical,Medium,-15.33
"Egypt, Arab Rep.",2000,77.83,75.25,4.67,2000s,16.11,Medium,Critical,Medium,-5.03
"Egypt, Arab Rep.",2000,77.83,77.83,4.67,2000s,16.67,Medium,Critical,Medium,2.58
"Egypt, Arab Rep.",2000,77.83,12.8,4.67,2000s,2.74,Medium,Low,Medium,-65.03
"Egypt, Arab Rep.",2000,77.83,16.95,4.67,2000s,3.63,Medium,Moderate,Medium,4.15
"Egypt, Arab Rep.",2000,77.83,21.73,4.67,2000s,4.65,Medium,Moderate,Medium,4.78
"Egypt, Arab Rep.",2000,77.83,47.05,4.67,2000s,10.07,Medium,Critical,Medium,25.32
"Egypt, Arab Rep.",2000,77.83,208.18,4.67,2000s,44.58,Medium,,Medium,161.13
"Egypt, Arab Rep.",2000,77.83,6.0,4.67,2000s,1.28,Medium,Low,Medium,-202.18
"Egypt, Arab Rep.",2000,77.83,11.0,4.67,2000s,2.36,Medium,Low,Medium,5.0
"Egypt, Arab Rep.",2000,77.83,15.58,4.67,2000s,3.34,Medium,Moderate,Medium,4.58
"Egypt, Arab Rep.",2000,77.83,13.85,4.67,2000s,2.97,Medium,Low,Medium,-1.73
"Egypt, Arab Rep.",2000,77.83,208.18,4.67,2000s,44.58,Medium,,Medium,194.33
"Egypt, Arab Rep.",2000,77.83,17.42,4.67,2000s,3.73,Medium,Moderate,Medium,-190.76
"Egypt, Arab Rep.",2000,77.83,208.18,4.67,2000s,44.58,Medium,,Medium,190.76
"Egypt, Arab Rep.",2000,77.83,208.18,4.67,2000s,44.58,Medium,,Medium,0.0
"Egypt, Arab Rep.",2000,77.83,90.99,4.67,2000s,19.48,Medium,Critical,Medium,-117.19
"Egypt, Arab Rep.",2000,77.83,86.31,4.67,2000s,18.48,Medium,Critical,Medium,-4.68
"Egypt, Arab Rep.",2000,77.83,88.71,4.67,2000s,19.0,Medium,Critical,Medium,2.4
"Egypt, Arab Rep.",2000,77.83,52.44,4.67,2000s,11.23,Medium,Critical,Medium,-36.27
"Egypt, Arab Rep.",2000,77.83,208.18,4.67,2000s,44.58,Medium,,Medium,155.74
"Egypt, Arab Rep.",2000,77.83,5.5,4.67,2000s,1.18,Medium,Low,Medium,-202.68
"Egypt, Arab Rep.",2000,77.83,6.68,4.67,2000s,1.43,Medium,Low,Medium,1.18
"Egypt, Arab Rep.",2000,77.83,4.16,4.67,2000s,0.89,Medium,Low,Medium,-2.52
"Egypt, Arab Rep.",2000,77.83,99.0,4.67,2000s,21.2,Medium,Critical,Medium,94.84
"Egypt, Arab Rep.",2000,77.83,98.78,4.67,2000s,21.15,Medium,Critical,Medium,-0.22
"Egypt, Arab Rep.",2000,77.83,99.24,4.67,2000s,21.25,Medium,Critical,Medium,0.46
"Egypt, Arab Rep.",2000,77.83,99.0,4.67,2000s,21.2,Medium,Critical,Medium,-0.24
"Egypt, Arab Rep.",2000,77.83,98.78,4.67,2000s,21.15,Medium,Critical,Medium,-0.22
"Egypt, Arab Rep.",2000,77.83,99.24,4.67,2000s,21.25,Medium,Critical,Medium,0.46
"Egypt, Arab Rep.",2000,77.83,6.47,4.67,2000s,1.39,Medium,Low,Medium,-92.77
"Egypt, Arab Rep.",2000,77.83,7.28,4.67,2000s,1.56,Medium,Low,Medium,0.81
"Egypt, Arab Rep.",2000,77.83,5.56,4.67,2000s,1.19,Medium,Low,Medium,-1.72
"Egypt, Arab Rep.",2000,77.83,88.86,4.67,2000s,19.03,Medium,Critical,Medium,83.3
"Egypt, Arab Rep.",2000,77.83,84.32,4.67,2000s,18.06,Medium,Critical,Medium,-4.54
"Egypt, Arab Rep.",2000,77.83,86.65,4.67,2000s,18.55,Medium,Critical,Medium,2.33
"Egypt, Arab Rep.",2000,77.83,89.5,4.67,2000s,19.16,Medium,Critical,Medium,2.85
"Egypt, Arab Rep.",2000,77.83,90.83,4.67,2000s,19.45,Medium,Critical,Medium,1.33
"Egypt, Arab Rep.",2000,77.83,88.09,4.67,2000s,18.86,Medium,Critical,Medium,-2.74
"Egypt, Arab Rep.",2000,77.83,91.73,4.67,2000s,19.64,Medium,Critical,Medium,3.64
"Egypt, Arab Rep.",2000,77.83,86.3,4.67,2000s,18.48,Medium,Critical,Medium,-5.43
"Egypt, Arab Rep.",2000,77.83,89.1,4.67,2000s,19.08,Medium,Critical,Medium,2.8
"Egypt, Arab Rep.",2000,77.83,22.98,4.67,2000s,4.92,Medium,Moderate,Medium,-66.12
"Egypt, Arab Rep.",2000,77.83,46.91,4.67,2000s,10.04,Medium,Critical,Medium,23.93
"Egypt, Arab Rep.",2000,77.83,208.18,4.67,2000s,44.58,Medium,,Medium,161.27
"Egypt, Arab Rep.",2000,77.83,5.0,4.67,2000s,1.07,Medium,Low,Medium,-203.18
"Egypt, Arab Rep.",2000,77.83,87.26,4.67,2000s,18.69,Medium,Critical,Medium,82.26
"Egypt, Arab Rep.",2000,77.83,89.82,4.67,2000s,19.23,Medium,Critical,Medium,2.56
"Egypt, Arab Rep.",2000,77.83,84.56,4.67,2000s,18.11,Medium,Critical,Medium,-5.26
"Egypt, Arab Rep.",2000,77.83,6.0,4.67,2000s,1.28,Medium,Low,Medium,-78.56
"Egypt, Arab Rep.",2000,77.83,11.04,4.67,2000s,2.36,Medium,Low,Medium,5.04
"Egypt, Arab Rep.",2000,77.83,10.58,4.67,2000s,2.27,Medium,Low,Medium,-0.46
"Egypt, Arab Rep.",2000,77.83,10.81,4.67,2000s,2.31,Medium,Low,Medium,0.23
"Egypt, Arab Rep.",2000,77.83,2.0,4.67,2000s,0.43,Medium,Low,Medium,-8.81
"Egypt, Arab Rep.",2000,77.83,0.93,4.67,2000s,0.2,Medium,Low,Medium,-1.07
"Egypt, Arab Rep.",2000,77.83,0.93,4.67,2000s,0.2,Medium,Low,Medium,0.0
"Egypt, Arab Rep.",2000,77.83,0.93,4.67,2000s,0.2,Medium,Low,Medium,0.0
"Egypt, Arab Rep.",2000,77.83,9.0,4.67,2000s,1.93,Medium,Low,Medium,8.07
"Egypt, Arab Rep.",2000,77.83,77.19,4.67,2000s,16.53,Medium,Critical,Medium,68.19
"Egypt, Arab Rep.",2001,79.39,59.54,4.67,2000s,12.75,Medium,Critical,Medium,-17.65
"Egypt, Arab Rep.",2001,79.39,36.42,4.67,2000s,7.8,Medium,Critical,Medium,-23.12
"Egypt, Arab Rep.",2001,79.39,9.26,4.67,2000s,1.98,Medium,Low,Medium,-27.16
"Egypt, Arab Rep.",2001,79.39,5.61,4.67,2000s,1.2,Medium,Low,Medium,-3.65
"Egypt, Arab Rep.",2001,79.39,21.84,4.67,2000s,4.68,Medium,Moderate,Medium,16.23
"Egypt, Arab Rep.",2001,79.39,208.18,4.67,2000s,44.58,Medium,,Medium,186.34
"Egypt, Arab Rep.",2001,79.39,22.48,4.67,2000s,4.81,Medium,Moderate,Medium,-185.7
"Egypt, Arab Rep.",2001,79.39,4.3,4.67,2000s,0.92,Medium,Low,Medium,-18.18
"Egypt, Arab Rep.",2001,79.39,3.9,4.67,2000s,0.84,Medium,Low,Medium,-0.4
"Egypt, Arab Rep.",2001,79.39,2.6,4.67,2000s,0.56,Medium,Low,Medium,-1.3
"Egypt, Arab Rep.",2001,79.39,2.8,4.67,2000s,0.6,Medium,Low,Medium,0.2
"Egypt, Arab Rep.",2001,79.39,208.18,4.67,2000s,44.58,Medium,,Medium,205.38
"Egypt, Arab Rep.",2001,79.39,208.18,4.67,2000s,44.58,Medium,,Medium,0.0
"Egypt, Arab Rep.",2001,79.39,208.18,4.67,2000s,44.58,Medium,,Medium,0.0
"Egypt, Arab Rep.",2001,79.39,208.18,4.67,2000s,44.58,Medium,,Medium,0.0
"Egypt, Arab Rep.",2001,79.39,30.9,4.67,2000s,6.62,Medium,Critical,Medium,-177.28
"Egypt, Arab Rep.",2001,79.39,24.7,4.67,2000s,5.29,Medium,Moderate,Medium,-6.2
"Egypt, Arab Rep.",2001,79.39,27.89,4.67,2000s,5.97,Medium,Moderate,Medium,3.19
"Egypt, Arab Rep.",2001,79.39,40.38,4.67,2000s,8.65,Medium,Critical,Medium,12.49
"Egypt, Arab Rep.",2001,79.39,208.18,4.67,2000s,44.58,Medium,,Medium,167.8
"Egypt, Arab Rep.",2001,79.39,208.18,4.67,2000s,44.58,Medium,,Medium,0.0
"Egypt, Arab Rep.",2001,79.39,96.59,4.67,2000s,20.68,Medium,Critical,Medium,-111.59
"Egypt, Arab Rep.",2001,79.39,81.56,4.67,2000s,17.46,Medium,Critical,Medium,-15.03
"Egypt, Arab Rep.",2001,79.39,77.1,4.67,2000s,16.51,Medium,Critical,Medium,-4.46
"Egypt, Arab Rep.",2001,79.39,79.39,4.67,2000s,17.0,Medium,Critical,Medium,2.29
"Egypt, Arab Rep.",2001,79.39,44.89,4.67,2000s,9.61,Medium,Critical,Medium,-34.5
"Egypt, Arab Rep.",2001,79.39,208.18,4.67,2000s,44.58,Medium,,Medium,163.29
"Egypt, Arab Rep.",2001,79.39,13.23,4.67,2000s,2.83,Medium,Low,Medium,-194.95
"Egypt, Arab Rep.",2001,79.39,16.96,4.67,2000s,3.63,Medium,Moderate,Medium,3.73
"Egypt, Arab Rep.",2001,79.39,21.2,4.67,2000s,4.54,Medium,Moderate,Medium,4.24
"Egypt, Arab Rep.",2001,79.39,48.24,4.67,2000s,10.33,Medium,Critical,Medium,27.04
"Egypt, Arab Rep.",2001,79.39,208.18,4.67,2000s,44.58,Medium,,Medium,159.94
"Egypt, Arab Rep.",2001,79.39,47.27,4.67,2000s,10.12,Medium,Critical,Medium,-160.91
"Egypt, Arab Rep.",2001,79.39,208.18,4.67,2000s,44.58,Medium,,Medium,160.91
"Egypt, Arab Rep.",2001,79.39,6.0,4.67,2000s,1.28,Medium,Low,Medium,-202.18
"Egypt, Arab Rep.",2001,79.39,11.0,4.67,2000s,2.36,Medium,Low,Medium,5.0
"Egypt, Arab Rep.",2001,79.39,15.42,4.67,2000s,3.3,Medium,Moderate,Medium,4.42
"Egypt, Arab Rep.",2001,79.39,14.13,4.67,2000s,3.03,Medium,Low,Medium,-1.29
"Egypt, Arab Rep.",2001,79.39,208.18,4.67,2000s,44.58,Medium,,Medium,194.05
"Egypt, Arab Rep.",2001,79.39,16.8,4.67,2000s,3.6,Medium,Moderate,Medium,-191.38
"Egypt, Arab Rep.",2001,79.39,208.18,4.67,2000s,44.58,Medium,,Medium,191.38
"Egypt, Arab Rep.",2001,79.39,208.18,4.67,2000s,44.58,Medium,,Medium,0.0
"Egypt, Arab Rep.",2001,79.39,91.4,4.67,2000s,19.57,Medium,Critical,Medium,-116.78
"Egypt, Arab Rep.",2001,79.39,87.53,4.67,2000s,18.74,Medium,Critical,Medium,-3.87
"Egypt, Arab Rep.",2001,79.39,89.52,4.67,2000s,19.17,Medium,Critical,Medium,1.99
"Egypt, Arab Rep.",2001,79.39,52.92,4.67,2000s,11.33,Medium,Critical,Medium,-36.6
"Egypt, Arab Rep.",2001,79.39,208.18,4.67,2000s,44.58,Medium,,Medium,155.26
"Egypt, Arab Rep.",2001,79.39,5.23,4.67,2000s,1.12,Medium,Low,Medium,-202.95
"Egypt, Arab Rep.",2001,79.39,6.39,4.67,2000s,1.37,Medium,Low,Medium,1.16
"Egypt, Arab Rep.",2001,79.39,3.93,4.67,2000s,0.84,Medium,Low,Medium,-2.46
"Egypt, Arab Rep.",2001,79.39,95.0,4.67,2000s,20.34,Medium,Critical,Medium,91.07
"Egypt, Arab Rep.",2001,79.39,94.77,4.67,2000s,20.29,Medium,Critical,Medium,-0.23
"Egypt, Arab Rep.",2001,79.39,95.22,4.67,2000s,20.39,Medium,Critical,Medium,0.45
"Egypt, Arab Rep.",2001,79.39,95.0,4.67,2000s,20.34,Medium,Critical,Medium,-0.22
"Egypt, Arab Rep.",2001,79.39,94.77,4.67,2000s,20.29,Medium,Critical,Medium,-0.23
"Egypt, Arab Rep.",2001,79.39,95.22,4.67,2000s,20.39,Medium,Critical,Medium,0.45
"Egypt, Arab Rep.",2001,79.39,8.87,4.67,2000s,1.9,Medium,Low,Medium,-86.35
"Egypt, Arab Rep.",2001,79.39,6.06,4.67,2000s,1.3,Medium,Low,Medium,-2.81
"Egypt, Arab Rep.",2001,79.39,6.85,4.67,2000s,1.47,Medium,Low,Medium,0.79
"Egypt, Arab Rep.",2001,79.39,5.19,4.67,2000s,1.11,Medium,Low,Medium,-1.66
"Egypt, Arab Rep.",2001,79.39,89.19,4.67,2000s,19.1,Medium,Critical,Medium,84.0
"Egypt, Arab Rep.",2001,79.39,85.46,4.67,2000s,18.3,Medium,Critical,Medium,-3.73
"Egypt, Arab Rep.",2001,79.39,87.37,4.67,2000s,18.71,Medium,Critical,Medium,1.91
"Egypt, Arab Rep.",2001,79.39,91.26,4.67,2000s,19.54,Medium,Critical,Medium,3.89
"Egypt, Arab Rep.",2001,79.39,92.09,4.67,2000s,19.72,Medium,Critical,Medium,0.83
"Egypt, Arab Rep.",2001,79.39,90.39,4.67,2000s,19.36,Medium,Critical,Medium,-1.7
"Egypt, Arab Rep.",2001,79.39,90.73,4.67,2000s,19.43,Medium,Critical,Medium,0.34
"Egypt, Arab Rep.",2001,79.39,86.32,4.67,2000s,18.48,Medium,Critical,Medium,-4.41
"Egypt, Arab Rep.",2001,79.39,88.59,4.67,2000s,18.97,Medium,Critical,Medium,2.27
"Egypt, Arab Rep.",2001,79.39,22.26,4.67,2000s,4.77,Medium,Moderate,Medium,-66.33
"Egypt, Arab Rep.",2001,79.39,47.16,4.67,2000s,10.1,Medium,Critical,Medium,24.9
"Egypt, Arab Rep.",2001,79.39,208.18,4.67,2000s,44.58,Medium,,Medium,161.02
"Egypt, Arab Rep.",2001,79.39,5.0,4.67,2000s,1.07,Medium,Low,Medium,-203.18
"Egypt, Arab Rep.",2001,79.39,84.71,4.67,2000s,18.14,Medium,Critical,Medium,79.71
"Egypt, Arab Rep.",2001,79.39,86.65,4.67,2000s,18.55,Medium,Critical,Medium,1.94
"Egypt, Arab Rep.",2001,79.39,82.65,4.67,2000s,17.7,Medium,Critical,Medium,-4.0
"Egypt, Arab Rep.",2001,79.39,6.0,4.67,2000s,1.28,Medium,Low,Medium,-76.65
"Egypt, Arab Rep.",2001,79.39,11.9,4.67,2000s,2.55,Medium,Low,Medium,5.9
"Egypt, Arab Rep.",2001,79.39,11.39,4.67,2000s,2.44,Medium,Low,Medium,-0.51
"Egypt, Arab Rep.",2001,79.39,11.65,4.67,2000s,2.49,Medium,Low,Medium,0.26
"Egypt, Arab Rep.",2001,79.39,22.14,4.67,2000s,4.74,Medium,Moderate,Medium,10.49
"Egypt, Arab Rep.",2001,79.39,2.0,4.67,2000s,0.43,Medium,Low,Medium,-20.14
"Egypt, Arab Rep.",2001,79.39,0.8,4.67,2000s,0.17,Medium,Low,Medium,-1.2
"Egypt, Arab Rep.",2001,79.39,0.94,4.67,2000s,0.2,Medium,Low,Medium,0.14
"Egypt, Arab Rep.",2001,79.39,0.94,4.67,2000s,0.2,Medium,Low,Medium,0.0
"Egypt, Arab Rep.",2001,79.39,0.94,4.67,2000s,0.2,Medium,Low,Medium,0.0
"Egypt, Arab Rep.",2001,79.39,9.0,4.67,2000s,1.93,Medium,Low,Medium,8.06
"Egypt, Arab Rep.",2002,78.82,60.04,4.67,2000s,12.86,Medium,Critical,Medium,51.04
"Egypt, Arab Rep.",2002,78.82,35.93,4.67,2000s,7.69,Medium,Critical,Medium,-24.11
"Egypt, Arab Rep.",2002,78.82,10.01,4.67,2000s,2.14,Medium,Low,Medium,-25.92
"Egypt, Arab Rep.",2002,78.82,6.29,4.67,2000s,1.35,Medium,Low,Medium,-3.72
"Egypt, Arab Rep.",2002,78.82,24.08,4.67,2000s,5.16,Medium,Moderate,Medium,17.79
"Egypt, Arab Rep.",2002,78.82,208.18,4.67,2000s,44.58,Medium,,Medium,184.1
"Egypt, Arab Rep.",2002,78.82,20.91,4.67,2000s,4.48,Medium,Moderate,Medium,-187.27
"Egypt, Arab Rep.",2002,78.82,4.2,4.67,2000s,0.9,Medium,Low,Medium,-16.71
"Egypt, Arab Rep.",2002,78.82,3.7,4.67,2000s,0.79,Medium,Low,Medium,-0.5
"Egypt, Arab Rep.",2002,78.82,2.5,4.67,2000s,0.54,Medium,Low,Medium,-1.2
"Egypt, Arab Rep.",2002,78.82,2.7,4.67,2000s,0.58,Medium,Low,Medium,0.2
"Egypt, Arab Rep.",2002,78.82,208.18,4.67,2000s,44.58,Medium,,Medium,205.48
"Egypt, Arab Rep.",2002,78.82,208.18,4.67,2000s,44.58,Medium,,Medium,0.0
"Egypt, Arab Rep.",2002,78.82,208.18,4.67,2000s,44.58,Medium,,Medium,0.0
"Egypt, Arab Rep.",2002,78.82,208.18,4.67,2000s,44.58,Medium,,Medium,0.0
"Egypt, Arab Rep.",2002,78.82,31.61,4.67,2000s,6.77,Medium,Critical,Medium,-176.57
"Egypt, Arab Rep.",2002,78.82,26.07,4.67,2000s,5.58,Medium,Moderate,Medium,-5.54
"Egypt, Arab Rep.",2002,78.82,28.92,4.67,2000s,6.19,Medium,Moderate,Medium,2.85
"Egypt, Arab Rep.",2002,78.82,40.58,4.67,2000s,8.69,Medium,Critical,Medium,11.66
"Egypt, Arab Rep.",2002,78.82,208.18,4.67,2000s,44.58,Medium,,Medium,167.6
"Egypt, Arab Rep.",2002,78.82,208.18,4.67,2000s,44.58,Medium,,Medium,0.0
"Egypt, Arab Rep.",2002,78.82,93.29,4.67,2000s,19.98,Medium,Critical,Medium,-114.89
"Egypt, Arab Rep.",2002,78.82,93.6,4.67,2000s,20.04,Medium,Critical,Medium,0.31
"Egypt, Arab Rep.",2002,78.82,92.95,4.67,2000s,19.9,Medium,Critical,Medium,-0.65
"Egypt, Arab Rep.",2002,78.82,78.82,4.67,2000s,16.88,Medium,Critical,Medium,-14.13
"Egypt, Arab Rep.",2002,78.82,208.18,4.67,2000s,44.58,Medium,,Medium,129.36
"Egypt, Arab Rep.",2002,78.82,13.22,4.67,2000s,2.83,Medium,Low,Medium,-194.96
"Egypt, Arab Rep.",2002,78.82,17.39,4.67,2000s,3.72,Medium,Moderate,Medium,4.17
"Egypt, Arab Rep.",2002,78.82,22.08,4.67,2000s,4.73,Medium,Moderate,Medium,4.69
"Egypt, Arab Rep.",2002,78.82,208.18,4.67,2000s,44.58,Medium,,Medium,186.1
"Egypt, Arab Rep.",2002,78.82,208.18,4.67,2000s,44.58,Medium,,Medium,0.0
"Egypt, Arab Rep.",2002,78.82,6.0,4.67,2000s,1.28,Medium,Low,Medium,-202.18
"Egypt, Arab Rep.",2002,78.82,80.82,4.67,2000s,17.31,Medium,Critical,Medium,74.82
"Egypt, Arab Rep.",2002,78.82,11.0,4.67,2000s,2.36,Medium,Low,Medium,-69.82
"Egypt, Arab Rep.",2002,78.82,14.95,4.67,2000s,3.2,Medium,Low,Medium,3.95
"Egypt, Arab Rep.",2002,78.82,14.06,4.67,2000s,3.01,Medium,Low,Medium,-0.89
"Egypt, Arab Rep.",2002,78.82,208.18,4.67,2000s,44.58,Medium,,Medium,194.12
"Egypt, Arab Rep.",2002,78.82,15.89,4.67,2000s,3.4,Medium,Moderate,Medium,-192.29
"Egypt, Arab Rep.",2002,78.82,208.18,4.67,2000s,44.58,Medium,,Medium,192.29
"Egypt, Arab Rep.",2002,78.82,208.18,4.67,2000s,44.58,Medium,,Medium,0.0
"Egypt, Arab Rep.",2002,78.82,91.87,4.67,2000s,19.67,Medium,Critical,Medium,-116.31
"Egypt, Arab Rep.",2002,78.82,88.8,4.67,2000s,19.01,Medium,Critical,Medium,-3.07
"Egypt, Arab Rep.",2002,78.82,90.37,4.67,2000s,19.35,Medium,Critical,Medium,1.57
"Egypt, Arab Rep.",2002,78.82,53.31,4.67,2000s,11.42,Medium,Critical,Medium,-37.06
"Egypt, Arab Rep.",2002,78.82,208.18,4.67,2000s,44.58,Medium,,Medium,154.87
"Egypt, Arab Rep.",2002,78.82,5.13,4.67,2000s,1.1,Medium,Low,Medium,-203.05
"Egypt, Arab Rep.",2002,78.82,6.32,4.67,2000s,1.35,Medium,Low,Medium,1.19
"Egypt, Arab Rep.",2002,78.82,3.82,4.67,2000s,0.82,Medium,Low,Medium,-2.5
"Egypt, Arab Rep.",2002,78.82,96.09,4.67,2000s,20.58,Medium,Critical,Medium,92.27
"Egypt, Arab Rep.",2002,78.82,94.28,4.67,2000s,20.19,Medium,Critical,Medium,-1.81
"Egypt, Arab Rep.",2002,78.82,98.1,4.67,2000s,21.01,Medium,Critical,Medium,3.82
"Egypt, Arab Rep.",2002,78.82,96.09,4.67,2000s,20.58,Medium,Critical,Medium,-2.01
"Egypt, Arab Rep.",2002,78.82,94.28,4.67,2000s,20.19,Medium,Critical,Medium,-1.81
"Egypt, Arab Rep.",2002,78.82,98.1,4.67,2000s,21.01,Medium,Critical,Medium,3.82
"Egypt, Arab Rep.",2002,78.82,6.11,4.67,2000s,1.31,Medium,Low,Medium,-91.99
"Egypt, Arab Rep.",2002,78.82,6.95,4.67,2000s,1.49,Medium,Low,Medium,0.84
"Egypt, Arab Rep.",2002,78.82,5.19,4.67,2000s,1.11,Medium,Low,Medium,-1.76
"Egypt, Arab Rep.",2002,78.82,89.76,4.67,2000s,19.22,Medium,Critical,Medium,84.57
"Egypt, Arab Rep.",2002,78.82,86.75,4.67,2000s,18.58,Medium,Critical,Medium,-3.01
"Egypt, Arab Rep.",2002,78.82,88.29,4.67,2000s,18.91,Medium,Critical,Medium,1.54
"Egypt, Arab Rep.",2002,78.82,93.24,4.67,2000s,19.97,Medium,Critical,Medium,4.95
"Egypt, Arab Rep.",2002,78.82,93.72,4.67,2000s,20.07,Medium,Critical,Medium,0.48
"Egypt, Arab Rep.",2002,78.82,92.73,4.67,2000s,19.86,Medium,Critical,Medium,-0.99
"Egypt, Arab Rep.",2002,78.82,90.76,4.67,2000s,19.43,Medium,Critical,Medium,-1.97
"Egypt, Arab Rep.",2002,78.82,87.11,4.67,2000s,18.65,Medium,Critical,Medium,-3.65
"Egypt, Arab Rep.",2002,78.82,88.99,4.67,2000s,19.06,Medium,Critical,Medium,1.88
"Egypt, Arab Rep.",2002,78.82,22.5,4.67,2000s,4.82,Medium,Moderate,Medium,-66.49
"Egypt, Arab Rep.",2002,78.82,47.37,4.67,2000s,10.14,Medium,Critical,Medium,24.87
"Egypt, Arab Rep.",2002,78.82,208.18,4.67,2000s,44.58,Medium,,Medium,160.81
"Egypt, Arab Rep.",2002,78.82,5.0,4.67,2000s,1.07,Medium,Low,Medium,-203.18
"Egypt, Arab Rep.",2002,78.82,83.07,4.67,2000s,17.79,Medium,Critical,Medium,78.07
"Egypt, Arab Rep.",2002,78.82,82.98,4.67,2000s,17.77,Medium,Critical,Medium,-0.09
"Egypt, Arab Rep.",2002,78.82,83.17,4.67,2000s,17.81,Medium,Critical,Medium,0.19
"Egypt, Arab Rep.",2002,78.82,6.0,4.67,2000s,1.28,Medium,Low,Medium,-77.17
"Egypt, Arab Rep.",2002,78.82,12.75,4.67,2000s,2.73,Medium,Low,Medium,6.75
"Egypt, Arab Rep.",2002,78.82,12.17,4.67,2000s,2.61,Medium,Low,Medium,-0.58
"Egypt, Arab Rep.",2002,78.82,12.47,4.67,2000s,2.67,Medium,Low,Medium,0.3
"Egypt, Arab Rep.",2002,78.82,23.35,4.67,2000s,5.0,Medium,Moderate,Medium,10.88
"Egypt, Arab Rep.",2002,78.82,2.0,4.67,2000s,0.43,Medium,Low,Medium,-21.35
"Egypt, Arab Rep.",2002,78.82,0.82,4.67,2000s,0.18,Medium,Low,Medium,-1.18
"Egypt, Arab Rep.",2002,78.82,0.95,4.67,2000s,0.2,Medium,Low,Medium,0.13
"Egypt, Arab Rep.",2002,78.82,9.0,4.67,2000s,1.93,Medium,Low,Medium,8.05
"Egypt, Arab Rep.",2003,78.51,60.53,4.95,2000s,12.23,Medium,Critical,Medium,51.53
"Egypt, Arab Rep.",2003,78.51,35.44,4.95,2000s,7.16,Medium,Critical,Medium,-25.09
"Egypt, Arab Rep.",2003,78.51,10.91,4.95,2000s,2.2,Medium,Low,Medium,-24.53
"Egypt, Arab Rep.",2003,78.51,7.53,4.95,2000s,1.52,Medium,Low,Medium,-3.38
"Egypt, Arab Rep.",2003,78.51,23.4,4.95,2000s,4.73,Medium,Moderate,Medium,15.87
"Egypt, Arab Rep.",2003,78.51,208.18,4.95,2000s,42.06,Medium,,Medium,184.78
"Egypt, Arab Rep.",2003,78.51,21.29,4.95,2000s,4.3,Medium,Moderate,Medium,-186.89
"Egypt, Arab Rep.",2003,78.51,4.1,4.95,2000s,0.83,Medium,Low,Medium,-17.19
"Egypt, Arab Rep.",2003,78.51,3.6,4.95,2000s,0.73,Medium,Low,Medium,-0.5
"Egypt, Arab Rep.",2003,78.51,2.4,4.95,2000s,0.48,Medium,Low,Medium,-1.2
"Egypt, Arab Rep.",2003,78.51,2.6,4.95,2000s,0.53,Medium,Low,Medium,0.2
"Egypt, Arab Rep.",2003,78.51,208.18,4.95,2000s,42.06,Medium,,Medium,205.58
"Egypt, Arab Rep.",2003,78.51,208.18,4.95,2000s,42.06,Medium,,Medium,0.0
"Egypt, Arab Rep.",2003,78.51,208.18,4.95,2000s,42.06,Medium,,Medium,0.0
"Egypt, Arab Rep.",2003,78.51,208.18,4.95,2000s,42.06,Medium,,Medium,0.0
